User_ID,Trip_Frequency,Avg_Booking_Value,Destination_Diversity,Session_Duration_Min,Search_Count
U01150,9.0,52731.0,8.0,23.96,72.0
U01151,3.0,125423.0,19.0,50.06,57.0
U01152,2.0,121193.0,16.0,3.85,24.0
U01153,4.0,132381.0,24.0,10.44,35.0
U01154,6.0,30993.0,10.0,8.36,8.0
U01155,5.0,87073.0,4.0,16.34,61.0
U01156,4.0,22364.0,14.0,17.38,81.0
U01157,8.0,91917.0,4.0,30.32,6.0
U01158,2.0,52520.0,26.0,39.27,32.0
U01159,8.0,73020.0,5.0,28.13,82.0
U01160,7.0,21887.0,3.0,32.56,24.0
U01161,10.0,33679.0,16.0,39.0,17.0
U01162,6.0,86916.0,14.0,6.2,60.0
U01163,7.0,67419.0,4.0,13.12,46.0
U01164,7.0,110628.0,17.0,5.9,53.0
U01165,3.0,51206.0,9.0,15.27,72.0
U01166,7.0,88800.0,8.0,40.42,80.0
U01167,10.0,128581.0,7.0,49.47,27.0
U01168,7.0,59290.0,24.0,,6.0
U01169,4.0,106028.0,22.0,19.93,41.0
U01170,5.0,86538.0,16.0,,12.0
U01171,2.0,92510.0,1.0,22.75,21.0
U01172,5.0,100885.0,24.0,23.83,44.0
U01173,8.0,92816.0,23.0,18.54,80.0
U01174,6.0,93717.0,9.0,35.77,16.0
U01175,7.0,24379.0,27.0,55.63,55.0
U01176,8.0,63263.0,8.0,18.78,44.0
U01177,6.0,81457.0,7.0,1.09,0.0
U01178,2.0,63229.0,8.0,54.15,41.0
U01179,6.0,134074.0,16.0,49.56,13.0
U01180,7.0,114391.0,20.0,15.61,18.0
U01181,2.0,82928.0,1.0,10.97,53.0
U01182,3.0,142966.0,17.0,49.09,73.0
U01183,13.0,15179.0,26.0,48.84,
U01184,5.0,54421.0,29.0,39.92,93.0
U01185,5.0,55463.0,26.0,18.54,78.0
U01186,5.0,114340.0,16.0,30.79,48.0
U01187,8.0,127973.0,20.0,56.47,30.0
U01188,5.0,37088.0,1.0,10.18,73.0
U01189,5.0,144684.0,12.0,,85.0
U01190,7.0,37653.0,25.0,55.25,33.0
U01191,3.0,112992.0,10.0,55.68,8.0
U01192,7.0,26790.0,28.0,26.19,84.0
U01193,5.0,74363.0,3.0,27.71,69.0
U01194,2.0,124356.0,6.0,57.18,28.0
U01195,6.0,137228.0,,28.73,30.0
U01196,4.0,122311.0,22.0,52.87,17.0
U01197,8.0,113501.0,6.0,36.87,31.0
U01198,1.0,26898.0,21.0,19.8,61.0
U01199,4.0,127507.0,16.0,1.35,96.0
U01200,2.0,119802.0,6.0,14.45,62.0
U01201,8.0,98395.0,29.0,54.2,80.0
U01202,5.0,77515.0,12.0,48.63,90.0
U01203,5.0,101380.0,14.0,41.32,31.0
U01204,12.0,82063.0,29.0,43.63,1.0
U01205,4.0,91995.0,8.0,20.2,
U01206,6.0,31990.0,11.0,15.39,4.0
U01207,8.0,41340.0,5.0,54.67,
U01208,2.0,82693.0,1.0,14.71,39.0
U01209,6.0,148670.0,6.0,2.13,24.0
U01210,3.0,56566.0,1.0,26.36,84.0
U01211,3.0,11884.0,,50.27,22.0
U01212,7.0,34414.0,,42.81,75.0
U01213,,27733.0,6.0,34.45,48.0
U01214,2.0,112365.0,29.0,7.98,69.0
U01215,8.0,52684.0,7.0,39.77,77.0
U01216,10.0,71509.0,13.0,14.8,40.0
U01217,2.0,74368.0,26.0,43.54,9.0
U01218,5.0,136102.0,6.0,31.96,78.0
U01219,5.0,88081.0,6.0,48.06,25.0
U01220,6.0,77764.0,12.0,18.01,28.0
U01221,10.0,19850.0,9.0,45.59,38.0
U01222,9.0,111767.0,29.0,47.6,90.0
U01223,,112515.0,13.0,26.86,65.0
U01224,10.0,97444.0,7.0,23.96,15.0
U01225,7.0,88397.0,13.0,39.39,28.0
U01226,5.0,79060.0,19.0,57.84,14.0
U01227,5.0,79379.0,1.0,3.91,34.0
U01228,8.0,58510.0,26.0,,28.0
U01229,10.0,120519.0,10.0,14.75,0.0
U01230,8.0,148339.0,12.0,5.65,58.0
U01231,8.0,74610.0,6.0,57.02,91.0
U01232,4.0,102857.0,18.0,27.57,24.0
U01233,8.0,133419.0,1.0,16.26,41.0
U01234,8.0,52110.0,4.0,,94.0
U01235,,149586.0,14.0,58.63,93.0
U01236,8.0,56534.0,1.0,46.31,43.0
U01237,6.0,139942.0,19.0,41.19,36.0
U01238,3.0,96988.0,2.0,41.89,21.0
U01239,7.0,13159.0,20.0,44.06,31.0
U01240,5.0,134866.0,16.0,10.75,3.0
U01241,5.0,114842.0,4.0,36.6,41.0
U01242,,123912.0,23.0,9.91,13.0
U01243,6.0,5144.0,27.0,6.45,68.0
U01244,4.0,18311.0,5.0,37.11,33.0
U01245,6.0,144824.0,7.0,9.95,24.0
U01246,3.0,50369.0,21.0,42.22,73.0
U01247,6.0,117751.0,,14.98,87.0
U01248,8.0,121414.0,20.0,12.39,81.0
U01249,12.0,119914.0,,7.98,59.0
U01250,9.0,61399.0,15.0,33.14,
U01251,7.0,63840.0,20.0,25.11,22.0
U01252,5.0,103280.0,20.0,2.12,69.0
U01253,5.0,99385.0,,46.97,90.0
U01254,5.0,93894.0,23.0,12.9,75.0
U01255,7.0,146852.0,3.0,43.47,22.0
U01256,1.0,63981.0,29.0,56.85,94.0
U01257,2.0,35114.0,13.0,34.78,12.0
U01258,11.0,124578.0,22.0,28.11,9.0
U01259,4.0,147741.0,1.0,23.73,51.0
U01260,5.0,71861.0,,19.57,
U01261,6.0,87138.0,27.0,42.6,61.0
U01262,6.0,,25.0,38.84,9.0
U01263,7.0,59166.0,12.0,27.77,98.0
U01264,5.0,135245.0,9.0,42.99,74.0
U01265,4.0,72606.0,23.0,19.33,25.0
U01266,7.0,24849.0,18.0,16.75,99.0
U01267,8.0,56568.0,4.0,28.51,73.0
U01268,3.0,97896.0,26.0,28.5,60.0
U01269,5.0,22178.0,20.0,4.78,29.0
U01270,5.0,571145.0,19.0,23.52,52.0
U01271,,114161.0,8.0,10.02,43.0
U01272,5.0,108782.0,13.0,58.85,77.0
U01273,6.0,136439.0,,35.24,79.0
U01274,3.0,55255.0,,30.16,76.0
U01275,9.0,30357.0,8.0,12.49,70.0
U01276,5.0,38478.0,10.0,57.78,97.0
U01277,4.0,89805.0,17.0,8.81,95.0
U01278,5.0,101121.0,0.0,22.08,97.0
U01279,6.0,124079.0,9.0,41.66,32.0
U01280,4.0,36469.0,11.0,39.88,47.0
U01281,5.0,96157.0,2.0,23.97,1.0
U01282,8.0,70622.0,18.0,7.46,
U01283,4.0,96365.0,23.0,58.59,4.0
U01284,3.0,30292.0,25.0,7.06,25.0
U01285,6.0,,28.0,,43.0
U01286,4.0,14256.0,,,35.0
U01287,2.0,127003.0,22.0,33.76,87.0
U01288,8.0,141870.0,20.0,57.96,85.0
U01289,9.0,39787.0,26.0,18.0,36.0
U01290,2.0,739360.0,26.0,53.16,60.0
U01291,7.0,106727.0,19.0,14.96,80.0
U01292,7.0,117005.0,3.0,51.95,34.0
U01293,3.0,6403.0,27.0,8.04,70.0
U01294,7.0,118150.0,,,31.0
U01295,6.0,17569.0,17.0,44.84,7.0
U01296,5.0,73582.0,12.0,58.58,8.0
U01297,6.0,22326.0,11.0,17.5,57.0
U01298,8.0,124781.0,10.0,45.6,86.0
U01299,,90098.0,24.0,41.52,11.0
U01300,7.0,88758.0,13.0,41.19,58.0
U01301,4.0,136419.0,23.0,54.28,36.0
U01302,6.0,136029.0,1.0,15.06,61.0
U01303,2.0,148404.0,22.0,42.32,74.0
U01304,7.0,21052.0,28.0,30.04,45.0
U01305,4.0,111963.0,4.0,45.49,29.0
U01306,3.0,149196.0,28.0,56.86,52.0
U01307,3.0,33396.0,1.0,33.25,50.0
U01308,3.0,87431.0,10.0,24.4,89.0
U01309,,22833.0,7.0,15.41,28.0
U01310,6.0,137918.0,27.0,3.54,32.0
U01311,9.0,128095.0,15.0,35.89,51.0
U01312,8.0,35020.0,5.0,23.62,47.0
U01313,5.0,74136.0,28.0,6.28,54.0
U01314,6.0,,23.0,54.87,12.0
U01315,4.0,,16.0,55.62,29.0
U01316,,23740.0,,40.35,9.0
U01317,9.0,50894.0,25.0,34.71,72.0
U01318,10.0,26723.0,11.0,45.62,97.0
U01319,6.0,21319.0,18.0,39.48,87.0
U01320,6.0,32064.0,27.0,59.95,18.0
U01321,9.0,137036.0,23.0,57.22,60.0
U01322,6.0,75788.0,8.0,,83.0
U01323,4.0,20623.0,,35.85,14.0
U01324,8.0,138378.0,,27.53,75.0
U01325,7.0,85032.0,,31.57,70.0
U01326,7.0,,0.0,51.87,94.0
U01327,5.0,121382.0,,6.67,24.0
U01328,3.0,75782.0,13.0,31.23,18.0
U01329,4.0,84166.0,5.0,54.98,85.0
U01330,11.0,56603.0,15.0,58.64,38.0
U01331,10.0,121901.0,3.0,50.38,25.0
U01332,6.0,102056.0,14.0,44.99,57.0
U01333,3.0,134463.0,28.0,51.83,58.0
U01334,5.0,134490.0,11.0,48.61,89.0
U01335,8.0,33288.0,17.0,23.38,57.0
U01336,3.0,35592.0,22.0,2.89,59.0
U01337,2.0,41709.0,25.0,9.29,11.0
U01338,8.0,696270.0,22.0,89.03999999999999,62.0
U01339,8.0,118657.0,29.0,,42.0
U01340,7.0,58514.0,12.0,12.91,44.0
U01341,4.0,74300.0,28.0,18.81,43.0
U01342,,101740.0,20.0,9.34,17.0
U01343,3.0,95640.0,4.0,57.27,91.0
U01344,4.0,51773.0,13.0,43.36,40.0
U01345,7.0,14686.0,19.0,34.16,64.0
U01346,7.0,145268.0,2.0,31.25,83.0
U01347,5.0,118758.0,7.0,7.45,17.0
U01348,5.0,5791.0,27.0,52.86,95.0
U01349,4.0,30700.0,13.0,43.15,80.0
U01350,6.0,98611.0,18.0,2.52,51.0
U01351,7.0,131440.0,20.0,12.75,48.0
U01352,9.0,102709.0,24.0,40.55,98.0
U01353,5.0,28591.0,26.0,43.51,87.0
U01354,7.0,114808.0,9.0,17.82,27.0
U01355,8.0,90350.0,21.0,13.51,83.0
U01356,6.0,,1.0,31.65,35.0
U01357,8.0,149300.0,12.0,46.38,46.0
U01358,3.0,63382.0,16.0,38.83,78.0
U01359,8.0,137346.0,19.0,9.8,6.0
U01360,5.0,28864.0,14.0,45.41,89.0
U01361,5.0,68277.0,14.0,37.16,
U01362,7.0,92773.0,5.0,44.74,69.0
U01363,,103216.0,0.0,49.3,59.0
U01364,4.0,102778.0,14.0,5.37,6.0
U01365,9.0,42992.0,18.0,,16.0
U01366,5.0,149841.0,23.0,42.35,30.0
U01367,9.0,40735.0,19.0,15.4,1.0
U01368,9.0,62112.0,7.0,8.46,7.0
U01369,6.0,58239.0,28.0,30.75,65.0
U01370,3.0,32507.0,10.0,49.4,40.0
U01371,7.0,114263.0,1.0,9.1,77.0
U01372,8.0,102426.0,23.0,12.45,16.0
U01373,8.0,78221.0,11.0,33.7,80.0
U01374,3.0,26210.0,9.0,7.24,36.0
U01375,4.0,,21.0,10.19,79.0
U01376,12.0,,16.0,25.24,40.0
U01377,3.0,36930.0,3.0,37.52,55.0
U01378,8.0,38503.0,8.0,48.11,53.0
U01379,4.0,56033.0,20.0,3.74,44.0
U01380,7.0,13032.0,9.0,20.65,77.0
U01381,3.0,55942.0,6.0,39.51,48.0
U01382,5.0,10043.0,29.0,3.52,9.0
U01383,5.0,,13.0,14.22,28.0
U01384,6.0,31792.0,2.0,45.73,63.0
U01385,5.0,117435.0,10.0,59.36,74.0
U01386,9.0,68255.0,24.0,1.44,48.0
U01387,7.0,41875.0,9.0,44.26,12.0
U01388,12.0,25604.0,22.0,50.52,53.0
U01389,1.0,90276.0,28.0,27.02,43.0
U01390,7.0,35129.0,22.0,41.78,
U01391,3.0,126362.0,18.0,51.65,73.0
U01392,,69446.0,19.0,1.75,78.0
U01393,5.0,31575.0,11.0,30.76,58.0
U01394,7.0,77117.0,0.0,43.96,44.0
U01395,,105621.0,3.0,34.74,77.0
U01396,7.0,,21.0,24.94,90.0
U01397,4.0,119154.0,26.0,29.52,36.0
U01398,2.0,103978.0,1.0,15.49,56.0
U01399,2.0,9034.0,,56.48,5.0
U01400,8.0,52433.0,19.0,42.23,93.0
U01401,5.0,,17.0,38.41,47.0
U01402,9.0,15429.0,26.0,11.56,41.0
U01403,7.0,89038.0,9.0,11.6,
U01404,5.0,65515.0,15.0,38.12,8.0
U01405,8.0,116679.0,3.0,43.57,13.0
U01406,4.0,118932.0,20.0,17.58,21.0
U01407,7.0,125862.0,27.0,24.57,18.0
U01408,5.0,81528.0,2.0,15.55,98.0
U01409,1.0,55276.0,0.0,60.0,
U01410,3.0,11744.0,19.0,16.35,23.0
U01411,6.0,15784.0,9.0,10.72,99.0
U01412,,22156.0,19.0,1.81,
U01413,7.0,107152.0,14.0,57.46,68.0
U01414,3.0,38969.0,26.0,28.08,5.0
U01415,4.0,133905.0,8.0,20.51,59.0
U01416,7.0,52454.0,26.0,27.07,55.0
U01417,5.0,29038.0,21.0,18.42,36.0
U01418,7.0,141924.0,17.0,27.94,85.0
U01419,7.0,5088.0,21.0,35.55,58.0
U01420,7.0,53210.0,3.0,15.3,1.0
U01421,6.0,67788.0,29.0,33.5,16.0
U01422,6.0,35760.0,0.0,1.28,28.0
U01423,2.0,118415.0,19.0,13.81,81.0
U01424,6.0,124266.0,5.0,23.84,78.0
U01425,9.0,92818.0,13.0,49.63,31.0
U01426,7.0,11469.0,13.0,,79.0
U01427,4.0,30128.0,24.0,39.32,37.0
U01428,4.0,91429.0,3.0,39.43,19.0
U01429,7.0,,9.0,51.19,57.0
U01430,10.0,58194.0,6.0,31.8,85.0
U01431,7.0,26351.0,3.0,24.45,0.0
U01432,1.0,62798.0,9.0,57.87,
U01433,5.0,36734.0,22.0,43.27,36.0
U01434,4.0,27407.0,27.0,21.3,5.0
U01435,5.0,98411.0,15.0,42.81,9.0
U01436,4.0,14494.0,25.0,41.07,54.0
U01437,3.0,19188.0,27.0,37.25,55.0
U01438,4.0,128220.0,15.0,58.26,40.0
U01439,2.0,113833.0,5.0,20.48,57.0
U01440,12.0,109890.0,16.0,22.47,
U01441,6.0,37435.0,25.0,,90.0
U01442,6.0,85740.0,25.0,111.78,75.0
U01443,9.0,13597.0,19.0,36.03,47.0
U01444,6.0,109442.0,26.0,1.98,58.0
U01445,3.0,53282.0,21.0,49.13,41.0
U01446,,74064.0,6.0,53.71,79.0
U01447,7.0,148038.0,23.0,51.61,85.0
U01448,7.0,128135.0,28.0,45.05,
U01449,3.0,141469.0,17.0,37.61,17.0
U01450,8.0,12418.0,15.0,5.43,67.0
U01451,5.0,109270.0,2.0,52.59,12.0
U01452,5.0,147374.0,3.0,14.98,77.0
U01453,,64537.0,28.0,45.97,45.0
U01454,7.0,20585.0,27.0,21.5,33.0
U01455,4.0,16381.0,24.0,59.43,87.0
U01456,3.0,106753.0,25.0,36.46,59.0
U01457,6.0,15864.0,5.0,24.54,27.0
U01458,7.0,84630.0,8.0,14.84,45.0
U01459,9.0,107763.0,6.0,13.97,64.0
U01460,7.0,63536.0,0.0,16.62,48.0
U01461,3.0,107538.0,7.0,14.54,61.0
U01462,3.0,111479.0,0.0,50.79,46.0
U01463,2.0,108726.0,6.0,52.86,60.0
U01464,5.0,126394.0,20.0,52.75,29.0
U01465,5.0,130850.0,1.0,55.47,21.0
U01466,8.0,100522.0,20.0,58.46,52.0
U01467,5.0,67533.0,24.0,54.92,35.0
U01468,3.0,36871.0,20.0,37.78,84.0
U01469,3.0,71629.0,26.0,54.01,74.0
U01470,6.0,106343.0,11.0,52.89,23.0
U01471,5.0,141271.0,21.0,53.89,73.0
U01472,6.0,38344.0,13.0,17.9,61.0
U01473,7.0,146436.0,20.0,49.86,44.0
U01474,7.0,148722.0,5.0,11.15,82.0
U01475,7.0,135512.0,23.0,56.36,41.0
U01476,6.0,146655.0,12.0,12.31,19.0
U01477,6.0,46646.0,6.0,28.62,45.0
U01478,5.0,78386.0,20.0,2.58,11.0
U01479,2.0,41049.0,14.0,43.92,66.0
U01480,,82098.0,,25.32,92.0
U01481,5.0,121113.0,29.0,21.68,25.0
U01482,7.0,82227.0,20.0,26.09,94.0
U01483,5.0,122495.0,21.0,28.34,23.0
U01484,5.0,76320.0,6.0,33.37,63.0
U01485,4.0,109108.0,6.0,1.6,95.0
U01486,5.0,125856.0,13.0,21.9,63.0
U01487,8.0,,,21.49,
U01488,2.0,61801.0,17.0,16.19,46.0
U01489,6.0,95003.0,17.0,,93.0
U01490,5.0,146337.0,0.0,24.6,87.0
U01491,6.0,35089.0,9.0,10.23,21.0
U01492,5.0,66561.0,16.0,24.09,3.0
U01493,8.0,79062.0,25.0,5.88,20.0
U01494,4.0,124851.0,9.0,25.54,66.0
U01495,6.0,123456.0,14.0,15.56,70.0
U01496,5.0,148690.0,27.0,15.2,4.0
U01497,11.0,33793.0,,41.39,4.0
U01498,3.0,124737.0,29.0,30.78,63.0
U01499,10.0,28101.0,27.0,34.06,
U01500,8.0,142333.0,17.0,25.6,84.0
U01501,5.0,129350.0,13.0,21.35,99.0
U01502,13.0,79195.0,8.0,45.32,88.0
U01503,7.0,35793.0,1.0,6.99,41.0
U01504,7.0,31307.0,16.0,35.75,12.0
U01505,5.0,89476.0,7.0,16.0,91.0
U01506,5.0,138800.0,17.0,,82.0
U01507,5.0,77224.0,8.0,13.89,53.0
U01508,7.0,129256.0,23.0,47.66,
U01509,4.0,118174.0,6.0,23.13,68.0
U01510,9.0,77972.0,18.0,6.99,22.0
U01511,7.0,121436.0,10.0,32.13,91.0
U01512,7.0,145078.0,11.0,28.92,70.0
U01513,7.0,51858.0,0.0,11.79,85.0
U01514,8.0,137426.0,26.0,57.01,63.0
U01515,8.0,16123.0,16.0,48.44,7.0
U01516,3.0,119506.0,16.0,41.64,22.0
U01517,5.0,,19.0,51.03,98.0
U01518,4.0,68755.0,8.0,29.05,95.0
U01519,6.0,114183.0,20.0,56.31,21.0
U01520,8.0,95531.0,8.0,6.94,35.0
U01521,3.0,67354.0,3.0,12.94,38.0
U01522,8.0,70439.0,,36.27,43.0
U01523,10.0,36151.0,8.0,57.89,11.0
U01524,9.0,114909.0,27.0,23.92,87.0
U01525,7.0,57210.0,15.0,5.24,56.0
U01526,6.0,89676.0,22.0,4.0,63.0
U01527,,100806.0,9.0,5.77,85.0
U01528,8.0,84089.0,20.0,55.11,66.0
U01529,3.0,5128.0,2.0,17.29,83.0
U01530,6.0,344945.0,10.0,129.32999999999998,98.0
U01531,7.0,100984.0,3.0,26.4,80.0
U01532,,136288.0,21.0,37.54,50.0
U01533,5.0,64244.0,12.0,,80.0
U01534,7.0,119529.0,5.0,20.75,9.0
U01535,4.0,79867.0,29.0,48.82,73.0
U01536,5.0,22153.0,11.0,4.93,1.0
U01537,6.0,11398.0,19.0,48.12,7.0
U01538,1.0,102027.0,22.0,49.21,17.0
U01539,7.0,78346.0,11.0,3.68,46.0
U01540,6.0,146670.0,22.0,5.77,53.0
U01541,6.0,43729.0,4.0,,74.0
U01542,2.0,90349.0,,,21.0
U01543,3.0,62884.0,24.0,50.88,0.0
U01544,1.0,35776.0,13.0,10.36,21.0
U01545,4.0,34964.0,16.0,22.34,42.0
U01546,6.0,67852.0,0.0,46.05,62.0
U01547,2.0,38073.0,12.0,12.18,72.0
U01548,5.0,115933.0,9.0,9.41,59.0
U01549,8.0,129244.0,12.0,,6.0
U01550,5.0,34268.0,2.0,9.98,38.0
U01551,1.0,112404.0,29.0,56.29,47.0
U01552,9.0,107248.0,8.0,,2.0
U01553,2.0,112093.0,26.0,32.08,58.0
U01554,5.0,121829.0,26.0,44.46,83.0
U01555,4.0,63276.0,4.0,50.25,17.0
U01556,5.0,49089.0,23.0,57.21,44.0
U01557,4.0,85755.0,10.0,22.33,75.0
U01558,6.0,45583.0,7.0,59.97,23.0
U01559,6.0,146046.0,5.0,4.6,6.0
U01560,6.0,76209.0,19.0,15.16,46.0
U01561,,105926.0,6.0,36.84,39.0
U01562,5.0,42128.0,23.0,7.75,37.0
U01563,5.0,,3.0,6.96,62.0
U01564,5.0,110319.0,4.0,29.13,89.0
U01565,6.0,12650.0,22.0,4.25,11.0
U01566,4.0,35530.0,1.0,1.72,69.0
U01567,6.0,64012.0,22.0,31.63,8.0
U01568,6.0,102999.0,6.0,2.17,78.0
U01569,6.0,57675.0,9.0,54.04,31.0
U01570,3.0,81880.0,15.0,30.21,60.0
U01571,4.0,91829.0,12.0,,13.0
U01572,8.0,134941.0,7.0,43.48,89.0
U01573,1.0,,24.0,57.45,1.0
U01574,4.0,44620.0,10.0,41.71,55.0
U01575,8.0,149775.0,8.0,23.49,71.0
U01576,3.0,5840.0,11.0,15.12,7.0
U01577,6.0,126103.0,23.0,32.71,61.0
U01578,2.0,78632.0,25.0,13.45,90.0
U01579,6.0,23611.0,28.0,49.2,24.0
U01580,5.0,26537.0,26.0,59.37,98.0
U01581,10.0,14524.0,16.0,52.92,40.0
U01582,6.0,95714.0,6.0,46.77,63.0
U01583,2.0,60436.0,15.0,26.95,46.0
U01584,3.0,141633.0,2.0,10.8,39.0
U01585,4.0,22267.0,14.0,12.41,73.0
U01586,4.0,42912.0,15.0,48.85,93.0
U01587,8.0,64874.0,22.0,,47.0
U01588,6.0,133173.0,8.0,4.5,81.0
U01589,6.0,25297.0,6.0,43.27,42.0
U01590,6.0,83174.0,7.0,39.68,54.0
U01591,6.0,59583.0,4.0,48.27,40.0
U01592,11.0,102260.0,,,99.0
U01593,7.0,61115.0,1.0,46.42,84.0
U01594,3.0,116196.0,6.0,38.89,32.0
U01595,3.0,107996.0,16.0,26.12,83.0
U01596,6.0,73588.0,,27.22,92.0
U01597,6.0,128004.0,21.0,42.16,74.0
U01598,5.0,135553.0,28.0,47.39,12.0
U01599,6.0,105043.0,6.0,43.68,2.0
U01600,3.0,144633.0,10.0,3.31,6.0
U01601,5.0,93848.0,16.0,3.12,6.0
U01602,5.0,21070.0,12.0,24.11,53.0
U01603,7.0,103646.0,9.0,20.63,24.0
U01604,7.0,78365.0,26.0,30.7,80.0
U01605,8.0,131594.0,14.0,37.46,78.0
U01606,9.0,145581.0,20.0,15.16,10.0
U01607,9.0,6648.0,21.0,28.31,45.0
U01608,9.0,72489.0,6.0,15.31,91.0
U01609,11.0,55214.0,1.0,6.09,62.0
U01610,7.0,,25.0,49.45,21.0
U01611,4.0,5176.0,16.0,38.46,92.0
U01612,10.0,77925.0,1.0,3.97,65.0
U01613,7.0,84439.0,5.0,25.65,31.0
U01614,5.0,91106.0,0.0,3.08,65.0
U01615,9.0,45521.0,8.0,,85.0
U01616,5.0,19929.0,28.0,45.49,12.0
U01617,9.0,54835.0,4.0,11.19,92.0
U01618,7.0,117736.0,27.0,36.17,71.0
U01619,5.0,28438.0,27.0,9.1,75.0
U01620,4.0,105261.0,12.0,25.66,70.0
U01621,5.0,14638.0,27.0,,74.0
U01622,10.0,45762.0,6.0,29.33,89.0
U01623,4.0,78597.0,18.0,8.81,97.0
U01624,5.0,141903.0,27.0,8.17,43.0
U01625,3.0,46694.0,16.0,50.63,46.0
U01626,3.0,64748.0,17.0,34.08,56.0
U01627,7.0,27542.0,13.0,11.84,3.0
U01628,6.0,695905.0,3.0,139.32,80.0
U01629,10.0,76392.0,22.0,22.77,81.0
U01630,5.0,19743.0,4.0,3.89,35.0
U01631,3.0,53942.0,14.0,48.56,69.0
U01632,7.0,147847.0,29.0,16.83,63.0
U01633,9.0,55615.0,,38.66,32.0
U01634,6.0,140405.0,6.0,58.45,25.0
U01635,10.0,85847.0,21.0,36.9,93.0
U01636,1.0,110201.0,10.0,5.01,74.0
U01637,6.0,134803.0,27.0,20.21,71.0
U01638,6.0,75138.0,22.0,44.44,60.0
U01639,3.0,115551.0,4.0,13.95,17.0
U01640,5.0,53865.0,11.0,14.18,64.0
U01641,4.0,106937.0,0.0,24.39,33.0
U01642,7.0,116734.0,18.0,14.36,11.0
U01643,5.0,72798.0,13.0,20.46,52.0
U01644,4.0,139155.0,16.0,34.72,15.0
U01645,7.0,72432.0,20.0,20.58,
U01646,8.0,103859.0,23.0,11.83,
U01647,7.0,128233.0,27.0,24.98,67.0
U01648,5.0,105951.0,7.0,,39.0
U01649,1.0,5545.0,6.0,19.86,30.0
U01650,8.0,72712.0,17.0,39.97,45.0
U01651,6.0,27440.0,3.0,16.21,24.0
U01652,8.0,73091.0,26.0,25.95,53.0
U01653,4.0,33366.0,18.0,40.29,9.0
U01654,2.0,25605.0,18.0,41.09,
U01655,9.0,97073.0,27.0,,71.0
U01656,3.0,26622.0,25.0,57.25,9.0
U01657,7.0,124740.0,2.0,1.1,33.0
U01658,,130595.0,6.0,6.57,79.0
U01659,6.0,28318.0,0.0,51.72,89.0
U01660,7.0,99625.0,6.0,57.17,52.0
U01661,8.0,120285.0,,56.09,76.0
U01662,6.0,99422.0,23.0,26.33,53.0
U01663,10.0,102571.0,19.0,49.61,
U01664,9.0,60987.0,1.0,14.54,72.0
U01665,9.0,47458.0,17.0,51.34,24.0
U01666,5.0,110457.0,17.0,20.14,3.0
U01667,4.0,37184.0,4.0,56.16,57.0
U01668,8.0,91106.0,10.0,28.52,84.0
U01669,6.0,136991.0,2.0,3.31,39.0
U01670,1.0,144816.0,1.0,49.3,31.0
U01671,2.0,123193.0,17.0,38.54,40.0
U01672,9.0,60104.0,13.0,33.91,42.0
U01673,6.0,84902.0,27.0,36.23,67.0
U01674,5.0,137758.0,16.0,13.08,27.0
U01675,9.0,103582.0,29.0,7.54,71.0
U01676,3.0,69973.0,11.0,22.35,82.0
U01677,7.0,34081.0,15.0,21.08,62.0
U01678,5.0,30673.0,22.0,53.79,86.0
U01679,7.0,73217.0,1.0,7.39,37.0
U01680,8.0,20375.0,11.0,55.39,83.0
U01681,6.0,19763.0,22.0,21.38,24.0
U01682,3.0,41576.0,16.0,2.51,14.0
U01683,3.0,109396.0,4.0,27.74,24.0
U01684,8.0,111588.0,7.0,20.74,63.0
U01685,4.0,139520.0,3.0,22.76,84.0
U01686,3.0,127489.0,21.0,26.54,
U01687,3.0,121205.0,27.0,33.87,44.0
U01688,4.0,69111.0,1.0,14.73,40.0
U01689,11.0,87036.0,21.0,15.43,79.0
U01690,14.0,90569.0,23.0,32.76,24.0
U01691,4.0,103261.0,,24.91,58.0
U01692,6.0,101880.0,6.0,36.83,33.0
U01693,6.0,75324.0,0.0,6.34,52.0
U01694,3.0,30376.0,7.0,55.87,91.0
U01695,5.0,68345.0,14.0,34.61,30.0
U01696,3.0,11295.0,14.0,57.1,52.0
U01697,9.0,36243.0,29.0,42.22,96.0
U01698,5.0,50710.0,5.0,46.25,40.0
U01699,,120916.0,11.0,6.29,12.0
U01700,5.0,100354.0,26.0,22.43,
U01701,3.0,,3.0,35.86,58.0
U01702,6.0,6911.0,15.0,5.31,97.0
U01703,6.0,71375.0,19.0,16.28,22.0
U01704,3.0,65875.0,16.0,18.15,8.0
U01705,5.0,45821.0,3.0,14.71,58.0
U01706,5.0,36971.0,9.0,14.71,
U01707,5.0,107836.0,12.0,46.15,11.0
U01708,5.0,41399.0,28.0,58.86,52.0
U01709,,59302.0,0.0,11.57,48.0
U01710,4.0,92327.0,28.0,12.7,32.0
U01711,8.0,105982.0,6.0,58.32,
U01712,9.0,61755.0,27.0,38.72,90.0
U01713,6.0,111299.0,10.0,24.38,22.0
U01714,3.0,124763.0,24.0,54.77,82.0
U01715,5.0,77648.0,11.0,57.43,48.0
U01716,8.0,73170.0,29.0,34.77,59.0
U01717,4.0,30835.0,19.0,19.27,79.0
U01718,4.0,35715.0,11.0,26.18,90.0
U01719,3.0,64966.0,23.0,56.74,98.0
U01720,4.0,459140.0,9.0,78.44999999999999,31.0
U01721,4.0,27847.0,0.0,11.87,60.0
